-1.009873069514414023e+00,1.486742788377472424e+00,6.197567849546573582e-01,1.304619556312156536e+00,-3.635503207626065159e-01,7.121708576101628552e-01
-7.915710709933515554e-01,1.271564390450747428e+00,1.011822875157710744e-01,4.180716853587266302e-01,1.330001852201283974e+00,3.230318943536872878e-01
-8.134785388251468685e-01,6.511015724805000460e-01,5.052036897874470633e-02,2.720309414607660070e-01,-3.208896643101368795e-01,9.065577546321295088e-01
-6.913613203949595665e-01,-5.932785562623371645e-02,-1.337518686425312353e+00,1.809133380296078952e+00,1.173906966692292775e+00,1.472726559273004998e+00
-1.458566707607667823e+00,1.476680840870520983e+00,-1.329098449705313101e+00,1.237999950606881061e+00,1.343112522447657886e+00,-1.294368008241590928e+00
6.177266587997762848e-01,2.599926419755614893e-01,-7.329199897393348095e-01,-8.845849032794892430e-01,-2.794409658207979152e-01,-1.100457088565909569e-01
-3.411848449799284588e-01,-4.339366616229370921e-01,4.613899135871862844e-01,2.492825483579719226e-01,-1.129643701964242686e+00,1.005252459409693655e+00
3.534865203602679529e-01,1.183506926401694415e+00,-8.475631603484579113e-01,1.989052759169082363e-01,4.472663433836072677e-01,-1.048045507886777639e+00
-1.880872298652501717e-01,1.032401216807831812e+00,2.606053380528168262e-01,7.295199067891795508e-01,-1.031712119271242845e+00,-3.409289156757897565e-01
1.706718705028256622e+00,3.610422477360962112e+00,5.042266424985042406e-01,-9.632458805494469312e-01,4.910214579540201907e-01,-1.076697991355595185e+00
-1.673214013383993670e+00,4.104765742735329681e+00,-1.063548160412745025e+00,1.444157944321793119e+00,-1.390111351446241095e+00,3.130692556846752517e-01
-1.372793591478963737e+00,8.521528952850441208e-01,4.039117961042328897e-01,2.110514637003901850e-02,1.439808293940886053e+00,-2.064777875060513912e-01
9.455270121983199161e-01,1.827994203503089166e+00,-1.268564013000072599e+00,2.556856923123633774e+00,-1.515212970723468222e-01,-5.952299596047034846e-01
-7.259436464629752672e-01,4.366326287345999591e-01,7.672724657507182799e-01,6.703242341600926801e-01,1.913979311627171387e-01,7.396779638963233428e-01
-1.706878802570516607e+00,3.145983722116287407e+00,-1.636833622443085501e+00,1.624744502164040982e+00,-6.891125071156632975e-01,5.388141813187649065e-01
1.617581683636190037e-01,7.104444160061099689e-01,2.995435609774945163e-01,-1.483719584732830221e-01,-6.857627034926122578e-03,-1.054788214237970978e+00
1.790062334016647938e+00,3.684246635431874584e+00,4.743509709061316526e-02,1.909468710618817677e-01,6.929733793048216128e-01,1.593447858365040770e-01
-1.917916813069989734e+00,3.240290412615536741e+00,1.068214440612307747e+00,-3.206429219294704147e-01,-4.271879125881863359e-01,-4.227001775883897361e-01
1.275413966860273529e+00,2.109923192976387529e+00,1.550150468425230521e+00,2.312538235588061930e+00,-4.905418953720741548e-01,-7.744591273841363588e-01
1.224914935461356658e+00,1.602129743811448126e+00,-1.030644234513978352e+00,1.515038071449784418e+00,-1.925418777449603158e-01,-7.438133810201346119e-01
1.440531416227201600e+00,1.300780634599197461e+00,-1.707644151895004292e+00,2.937142865094370059e+00,2.482546105941758618e-01,-1.654006056612526976e+00
-4.452543046706963770e-02,7.464169116166918805e-01,2.327735880837797922e-01,8.323612981193180271e-01,9.192167722247009953e-01,-3.009949992287915821e-01
3.903283464205681286e-02,1.247979631437157039e-01,1.405110923400878287e+00,8.989285375694932023e-01,-8.947727385039234704e-01,-1.086032266539742608e-01
-4.975372162595356751e-02,6.611880710545881001e-02,5.503682212880324220e-01,2.577562663013895361e-01,1.520673323892432816e+00,-2.738333942484012518e+00
7.764882751617203649e-01,4.592949215295906717e-01,-8.577630665212678807e-01,1.062687915728129484e+00,3.324533155831745912e-01,-7.801553669104764888e-01
-1.259711007020973828e+00,2.711176844598783831e+00,1.127443260330594610e+00,8.893620024079758046e-01,-1.247357236589011764e+00,1.440229962832835220e+00
